,V1,date,ccy,weight,ret,close,agg_rate,place,agg_volume,mom1,mom2,vol1,vol2,rsibd,kdbd,Comp_Mom,Comp_Vol,Comp,mom1_cor,mom2_cor,vol1_cor,vol2_cor,agg_volume_cor,rsibd_cor,kdbd_cor,Basket,aret
1436,1436,1/19/2020,EOS,0.03030303,0.008253142,3.62,0,7,0.555555556,0.666666667,0.777777778,0.666666667,0.666666667,1,0.357142857,0.722222222,0.666666667,-0.861518313,-0.247275364,-0.346331737,0.04043652,0.033916854,-0.149901166,-0.556977151,0.224306021,1,0.008253142
1437,1437,1/19/2020,ETH,0.03030303,0.006625901,166.97,0,2,0.888888889,0.777777778,0.444444444,0.444444444,0.333333333,1,1,0.611111111,0.388888889,-0.649644225,-0.247275364,-0.346331737,0.04043652,0.033916854,-0.149901166,-0.556977151,0.224306021,1,0.006625901
1438,1438,1/19/2020,LTC,0.03030303,-0.027894099,57.8,0,6,0.666666667,0.444444444,0.666666667,0.555555556,0.555555556,1,1,0.555555556,0.555555556,-0.632151686,-0.247275364,-0.346331737,0.04043652,0.033916854,-0.149901166,-0.556977151,0.224306021,2,-0.027894099
1439,1439,1/19/2020,XLM,0.03030303,0.14399289,0.031748,0,9,0.111111111,0.222222222,0.111111111,0.777777778,0.777777778,0.25,1,0.166666667,0.777777778,0.049460751,-0.247275364,-0.346331737,0.04043652,0.033916854,-0.149901166,-0.556977151,0.224306021,3,0.14399289
1440,1440,1/19/2020,XRP,0.03030303,-0.021014304,0.235585,0,3,0.333333333,0.333333333,0.333333333,0.222222222,0.444444444,1,1,0.333333333,0.333333333,-0.506480113,-0.247275364,-0.346331737,0.04043652,0.033916854,-0.149901166,-0.556977151,0.224306021,3,-0.021014304
1441,1441,1/26/2020,BCH,0.03030303,0.086283446,347,0,4,0.666666667,0.888888889,0.888888889,0.777777778,0.777777778,1,1,0.888888889,0.777777778,-0.570004511,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,1,0.086283446
1442,1442,1/26/2020,BNB,0.03030303,0.056297952,17.44,0,8,0.222222222,0.555555556,0.444444444,0.555555556,0.333333333,0.470588235,0.5,0.5,0.444444444,-0.222722895,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,2,0.056297952
1443,1443,1/26/2020,BSV,0.03030303,0.00922067,274.2,0,5,0.555555556,0.444444444,1,0.888888889,1,0.470588235,0.5,0.722222222,0.944444444,-0.06169284,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,3,0.00922067
1444,1444,1/26/2020,BTC,0.03030303,0.083380492,8596.83,0,1,1,0.333333333,0.111111111,0.111111111,0.111111111,0.470588235,0.5,0.222222222,0.111111111,-0.375350428,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,1,0.083380492
1445,1445,1/26/2020,EOS,0.03030303,0.14510796,3.65,0,7,0.444444444,0.777777778,0.555555556,0.222222222,0.666666667,0.470588235,0.5,0.666666667,0.444444444,-0.237231568,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,2,0.14510796
1446,1446,1/26/2020,ETH,0.03030303,0.115294353,168.08,0,2,0.888888889,0.666666667,0.666666667,0.333333333,0.444444444,1,0.5,0.666666667,0.388888889,-0.586690324,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,1,0.115294353
1447,1447,1/26/2020,LTC,0.03030303,0.222680893,56.21,0,6,0.777777778,0.111111111,0.333333333,0.666666667,0.555555556,0.470588235,0.5,0.222222222,0.611111111,-0.165315052,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,3,0.222680893
1448,1448,1/26/2020,XLM,0.03030303,0.249026861,0.036665,0,9,0.111111111,1,0.777777778,1,0.888888889,0.470588235,0.5,0.888888889,0.944444444,0.026522521,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,3,0.249026861
1449,1449,1/26/2020,XRP,0.03030303,0.083335138,0.230686,0,3,0.333333333,0.222222222,0.222222222,0.444444444,0.222222222,0.470588235,0.5,0.222222222,0.333333333,-0.279795333,0.091655431,-0.138618874,0.287173377,0.228750027,-0.218268587,-0.576012011,-0.353520975,2,0.083335138
1450,1450,2/2/2020,ADA,0.03030303,0.102848757,0.055768,0,9,0.111111111,1,1,0.666666667,0.888888889,1,1,1,0.777777778,-0.776439411,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,1,0.102848757
1451,1451,2/2/2020,BCH,0.03030303,0.173217045,378.27,0,4,0.666666667,0.555555556,0.555555556,0.555555556,0.666666667,1,1,0.555555556,0.611111111,-0.614672735,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,3,0.173217045
1452,1452,2/2/2020,BNB,0.03030303,0.275823418,18.45,0,8,0.222222222,0.222222222,0.222222222,0.111111111,0.222222222,1,1,0.222222222,0.166666667,-0.64714728,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,2,0.275823418
1453,1453,2/2/2020,BSV,0.03030303,0.235111827,276.74,0,5,0.444444444,0.111111111,0.111111111,1,1,0.181818182,0.181818182,0.111111111,1,0.30865621,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,3,0.235111827
1454,1454,2/2/2020,BTC,0.03030303,0.079410535,9344.37,0,1,1,0.444444444,0.444444444,0.333333333,0.111111111,1,1,0.444444444,0.222222222,-0.737505615,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,1,0.079410535
1455,1455,2/2/2020,EOS,0.03030303,0.171600787,4.22,0,7,0.555555556,0.777777778,0.777777778,0.888888889,0.555555556,1,1,0.777777778,0.722222222,-0.677332376,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,2,0.171600787
1456,1456,2/2/2020,ETH,0.03030303,0.192151849,188.62,0,2,0.888888889,0.666666667,0.666666667,0.444444444,0.333333333,1,1,0.666666667,0.388888889,-0.779028087,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,1,0.192151849
1457,1457,2/2/2020,LTC,0.03030303,0.093198,70.23,0,6,0.777777778,0.888888889,0.888888889,0.777777778,0.777777778,1,1,0.888888889,0.777777778,-0.714130134,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,2,0.093198
1458,1458,2/2/2020,XRP,0.03030303,0.11913371,0.250734,0,3,0.333333333,0.333333333,0.333333333,0.222222222,0.444444444,1,1,0.333333333,0.333333333,-0.628547651,-0.24510724,-0.295991676,0.249288244,0.229603669,-0.284312052,-0.348378421,-0.257246387,3,0.11913371
1459,1459,2/9/2020,BCH,0.03030303,-0.078284252,449.81,0,4,0.666666667,0.666666667,0.444444444,0.888888889,0.888888889,0.470588235,0.470588235,0.555555556,0.888888889,-0.300248701,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,1,-0.078284252
1460,1460,2/9/2020,BNB,0.03030303,-0.035164778,24.31,0,8,0.222222222,1,1,0.777777778,0.777777778,0.470588235,1,1,0.777777778,-0.011208134,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,2,-0.035164778
1461,1461,2/9/2020,BSV,0.03030303,-0.202653102,350.09,0,5,0.333333333,0.888888889,0.333333333,1,1,1,1,0.611111111,1,-0.012200131,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,1,-0.202653102
1462,1462,2/9/2020,BTC,0.03030303,-0.018178057,10116.67,0,1,1,0.111111111,0.111111111,0.111111111,0.111111111,0.470588235,0.470588235,0.111111111,0.111111111,0.267241085,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,3,-0.018178057
1463,1463,2/9/2020,EOS,0.03030303,-0.127561226,5.01,0,7,0.555555556,0.555555556,0.888888889,0.333333333,0.555555556,0.470588235,0.470588235,0.722222222,0.444444444,0.040534298,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,2,-0.127561226
1464,1464,2/9/2020,ETH,0.03030303,0.128372206,228.58,0,2,0.888888889,0.777777778,0.555555556,0.555555556,0.333333333,0.470588235,0.470588235,0.666666667,0.444444444,0.072298651,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,3,0.128372206
1465,1465,2/9/2020,LTC,0.03030303,-0.025487454,77.09,0,6,0.777777778,0.222222222,0.666666667,0.444444444,0.666666667,0.470588235,0.470588235,0.444444444,0.555555556,-0.053250547,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,1,-0.025487454
1466,1466,2/9/2020,XRP,0.03030303,0.043564277,0.282457,0,3,0.444444444,0.333333333,0.222222222,0.222222222,0.222222222,1,0.470588235,0.277777778,0.222222222,0.408207722,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,3,0.043564277
1467,1467,2/9/2020,XTZ,0.03030303,0.009088906,87.62,0,9,0.111111111,0.444444444,0.777777778,0.666666667,0.444444444,0.470588235,0.470588235,0.611111111,0.555555556,0.017052838,-0.025887723,0.086712821,-0.224702294,-0.523598837,0.327623899,0.415988633,0.314219403,2,0.009088906
1468,1468,2/16/2020,BCH,0.03030303,-0.034984854,415.94,0,4,0.555555556,0.333333333,0.555555556,0.555555556,0.888888889,0.5,1,0.444444444,0.722222222,-0.347844119,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,1,-0.034984854
1469,1469,2/16/2020,BNB,0.03030303,-0.027647549,23.47,0,8,0.222222222,0.444444444,0.888888889,0.222222222,0.777777778,0.5,1,0.666666667,0.5,-0.504044513,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,1,-0.027647549
1470,1470,2/16/2020,BSV,0.03030303,0.029368257,285.87,0,5,0.333333333,0.111111111,0.111111111,1,1,0.5,0.625,0.111111111,1,-0.039121638,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,2,0.029368257
1471,1471,2/16/2020,BTC,0.03030303,-0.000998039,9934.43,0,1,1,0.666666667,0.333333333,0.111111111,0.111111111,0.5,0.625,0.5,0.111111111,-0.034117083,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,3,-0.000998039
1472,1472,2/16/2020,EOS,0.03030303,-0.006825965,4.41,0,7,0.666666667,0.222222222,0.222222222,0.777777778,0.666666667,0.5,1,0.222222222,0.722222222,-0.129437297,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,1,-0.006825965
1473,1473,2/16/2020,ETH,0.03030303,0.051956817,259.89,0,2,0.888888889,1,1,0.888888889,0.555555556,1,0.25,1,0.722222222,0.125887369,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,3,0.051956817
1474,1474,2/16/2020,LTC,0.03030303,0.056773924,75.15,0,6,0.777777778,0.555555556,0.444444444,0.444444444,0.222222222,0.5,0.25,0.5,0.333333333,0.070832343,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,3,0.056773924
1475,1475,2/16/2020,XRP,0.03030303,-0.042665429,0.295034,0,3,0.444444444,0.888888889,0.666666667,0.666666667,0.444444444,0.5,0.625,0.777777778,0.555555556,-0.064767381,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,2,-0.042665429
1476,1476,2/16/2020,XTZ,0.03030303,-0.039446932,88.42,0,9,0.111111111,0.777777778,0.777777778,0.333333333,0.333333333,0.5,0.25,0.777777778,0.333333333,-0.073917524,0.126259634,-0.339538374,0.262525254,-0.2741277,0.356436179,0.324540145,-0.265746602,2,-0.039446932
1477,1477,2/23/2020,BCH,0.03030303,-0.248394967,401.64,0,4,0.666666667,0.333333333,0.333333333,0.666666667,0.555555556,0.470588235,0.470588235,0.333333333,0.611111111,-0.29424344,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,2,-0.248394967
1478,1478,2/23/2020,BNB,0.03030303,-0.185743964,22.83,0,8,0.222222222,0.444444444,0.444444444,0.222222222,0.222222222,0.470588235,0.470588235,0.444444444,0.222222222,-0.142048648,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,3,-0.185743964
1479,1479,2/23/2020,BSV,0.03030303,-0.253281685,294.39,0,5,0.333333333,0.777777778,0.111111111,0.555555556,0.888888889,0.470588235,0.470588235,0.444444444,0.722222222,-0.346403469,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,1,-0.253281685
1480,1480,2/23/2020,BTC,0.03030303,-0.147622099,9924.52,0,1,1,0.666666667,0.666666667,0.111111111,0.111111111,0.470588235,0.470588235,0.666666667,0.111111111,-0.047688706,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,3,-0.147622099
1481,1481,2/23/2020,EOS,0.03030303,-0.215750853,4.38,0,7,0.555555556,0.555555556,0.222222222,1,1,0.470588235,1,0.388888889,1,-0.605673433,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,1,-0.215750853
1482,1482,2/23/2020,ETH,0.03030303,-0.223280547,273.75,0,2,0.888888889,0.888888889,1,0.444444444,0.666666667,1,0.470588235,0.944444444,0.555555556,-0.182479357,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,3,-0.223280547
1483,1483,2/23/2020,LTC,0.03030303,-0.316506922,79.54,0,6,0.777777778,1,0.888888889,0.777777778,0.333333333,1,1,0.944444444,0.555555556,-0.272143217,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,2,-0.316506922
1484,1484,2/23/2020,XRP,0.03030303,-0.211375886,0.282711,0,3,0.444444444,0.111111111,0.777777778,0.333333333,0.444444444,0.470588235,0.470588235,0.444444444,0.388888889,-0.232749197,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,2,-0.211375886
1485,1485,2/23/2020,XTZ,0.03030303,-0.272272008,85,0,9,0.111111111,0.222222222,0.555555556,0.888888889,0.777777778,0.470588235,0.470588235,0.388888889,0.833333333,-0.368511138,0.148325598,0.09751548,-0.051240068,-0.306317256,0.192589609,-0.024557026,-0.340633077,1,-0.272272008
1486,1486,3/1/2020,BCH,0.03030303,-0.126035957,313.3,0,4,0.666666667,0.444444444,0.222222222,0.666666667,0.666666667,1,1,0.333333333,0.666666667,-0.315416836,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,2,-0.126035957
1487,1487,3/1/2020,BNB,0.03030303,-0.110884418,18.96,0,8,0.222222222,0.888888889,0.777777778,0.555555556,0.333333333,0.307692308,1,0.833333333,0.444444444,-0.248817387,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,2,-0.110884418
1488,1488,3/1/2020,BSV,0.03030303,-0.14360926,228.52,0,5,0.333333333,0.333333333,0.555555556,1,1,0.307692308,1,0.444444444,1,-0.620021814,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,1,-0.14360926
1489,1489,3/1/2020,BTC,0.03030303,-0.054520335,8562.45,0,1,1,1,1,0.111111111,0.111111111,1,1,1,0.111111111,0.026847534,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,3,-0.054520335
1490,1490,3/1/2020,EOS,0.03030303,-0.136368274,3.53,0,7,0.555555556,0.666666667,0.666666667,0.888888889,0.888888889,1,1,0.666666667,0.888888889,-0.499242532,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,1,-0.136368274
1491,1491,3/1/2020,ETH,0.03030303,-0.087173305,218.97,0,2,0.888888889,0.555555556,0.888888889,0.333333333,0.444444444,0.307692308,0.25,0.722222222,0.388888889,-0.274126293,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,2,-0.087173305
1492,1492,3/1/2020,LTC,0.03030303,-0.113715233,57.96,0,6,0.777777778,0.111111111,0.333333333,0.777777778,0.777777778,1,0.25,0.222222222,0.777777778,-0.485838745,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,1,-0.113715233
1493,1493,3/1/2020,XRP,0.03030303,-0.100794371,0.228846,0,3,0.444444444,0.777777778,0.444444444,0.444444444,0.222222222,1,1,0.611111111,0.333333333,-0.108224061,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,3,-0.100794371
1494,1494,3/1/2020,XTZ,0.03030303,-0.138442146,64.74,0,9,0.111111111,0.222222222,0.111111111,0.222222222,0.555555556,1,1,0.166666667,0.388888889,-0.092798835,0.042544527,-0.087126125,-0.435339008,-0.260168905,0.170354933,0.056333039,0.09237475,3,-0.138442146
1495,1495,3/8/2020,BCH,0.03030303,-0.437601632,276.2,0,4,0.777777778,0.444444444,0.444444444,1,0.888888889,1,1,0.444444444,0.944444444,-1.399615257,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,1,-0.437601632
1496,1496,3/8/2020,BNB,0.03030303,-0.485802497,16.97,0,8,0.222222222,0.666666667,0.888888889,0.666666667,0.555555556,1,1,0.777777778,0.611111111,-1.371530324,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,1,-0.485802497
1497,1497,3/8/2020,BSV,0.03030303,-0.476236705,197.95,0,5,0.333333333,0.111111111,0.333333333,0.888888889,1,1,1,0.222222222,0.944444444,-1.338157852,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,2,-0.476236705
1498,1498,3/8/2020,BTC,0.03030303,-0.407892164,8108.12,0,1,1,1,1,0.111111111,0.111111111,1,1,1,0.111111111,-1.239790995,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,2,-0.407892164
1499,1499,3/8/2020,EOS,0.03030303,-0.407089804,3.08,0,7,0.555555556,0.333333333,0.555555556,0.555555556,0.777777778,1,1,0.444444444,0.666666667,-1.288908554,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,2,-0.407089804
1500,1500,3/8/2020,ETH,0.03030303,-0.471769101,200.69,0,2,0.888888889,0.888888889,0.777777778,0.777777778,0.444444444,1,1,0.833333333,0.611111111,-1.389901889,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,1,-0.471769101
1501,1501,3/8/2020,LTC,0.03030303,-0.350370812,51.73,0,6,0.666666667,0.555555556,0.111111111,0.333333333,0.666666667,1,1,0.333333333,0.5,-1.178935202,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,3,-0.350370812
1502,1502,3/8/2020,XRP,0.03030303,-0.295938881,0.206904,0,3,0.444444444,0.777777778,0.666666667,0.222222222,0.222222222,1,1,0.722222222,0.222222222,-1.208173117,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,3,-0.295938881
1503,1503,3/8/2020,XTZ,0.03030303,-0.392510532,56.37,0,9,0.111111111,0.222222222,0.222222222,0.444444444,0.333333333,1,1,0.222222222,0.388888889,-1.155952417,-0.091343792,-0.148214386,-0.236820361,-0.10594948,0.031492935,-0.403719966,-0.558427313,3,-0.392510532
1504,1504,3/15/2020,BCH,0.03030303,0.132977428,178.31,0,4,0.666666667,0.444444444,0.333333333,0.888888889,0.888888889,1,1,0.388888889,0.888888889,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1505,1505,3/15/2020,BNB,0.03030303,0.066691374,10.44,0,9,0.222222222,0.111111111,0.222222222,0.555555556,0.555555556,1,1,0.166666667,0.555555556,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1506,1506,3/15/2020,BSV,0.03030303,0.249423889,122.95,0,6,0.333333333,0.222222222,0.111111111,0.666666667,0.666666667,1,1,0.166666667,0.666666667,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1507,1507,3/15/2020,BTC,0.03030303,0.078086017,5392.31,0,1,1,0.555555556,0.777777778,0.222222222,0.222222222,1,1,0.666666667,0.222222222,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1508,1508,3/15/2020,EOS,0.03030303,0.038282187,2.05,0,7,0.777777778,0.666666667,0.555555556,0.444444444,0.444444444,1,1,0.611111111,0.444444444,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1509,1509,3/15/2020,ETH,0.03030303,-0.015209725,125.21,0,2,0.888888889,0.333333333,0.444444444,0.777777778,0.777777778,1,1,0.388888889,0.777777778,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1510,1510,3/15/2020,LTC,0.03030303,-0.022479093,36.44,0,5,0.555555556,0.777777778,0.666666667,0.333333333,0.333333333,1,1,0.722222222,0.333333333,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1511,1511,3/15/2020,STO,0.03030303,-2.677594596,6.26,0,8,0.111111111,1,1,1,1,0.181818182,NA,1,1,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1512,1512,3/15/2020,XRP,0.03030303,-0.024255092,0.153902,0,3,0.444444444,0.888888889,0.888888889,0.111111111,0.111111111,1,1,0.888888889,0.111111111,NA,-0.49232803,-0.484535491,-0.452284024,-0.43777693,0.423858448,0.947899796,NA,NA,NA
1513,1513,3/22/2020,BCH,0.03030303,0.013605652,203.67,0,4,0.777777778,0.888888889,0.888888889,0.777777778,0.888888889,1,1,0.888888889,0.833333333,-1.078568368,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,1,0.013605652
1514,1514,3/22/2020,BNB,0.03030303,0.024780029,11.16,0,8,0.222222222,0.666666667,0.222222222,0.888888889,0.666666667,1,0.470588235,0.444444444,0.777777778,-0.340006124,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,1,0.024780029
1515,1515,3/22/2020,BSV,0.03030303,-0.061357715,157.78,0,5,0.444444444,1,1,1,1,1,1,1,1,-1.318828145,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,1,-0.061357715
1516,1516,3/22/2020,BTC,0.03030303,0.015621103,5830.25,0,1,1,0.777777778,0.666666667,0.222222222,0.222222222,1,0.470588235,0.722222222,0.222222222,-0.082862389,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,2,0.015621103
1517,1517,3/22/2020,EOS,0.03030303,0,2.13,0,7,0.555555556,0.555555556,0.555555556,0.555555556,0.555555556,1,0.470588235,0.555555556,0.555555556,-0.238661807,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,2,0
1518,1518,3/22/2020,ETH,0.03030303,0.018160403,123.32,0,2,0.888888889,0.333333333,0.111111111,0.666666667,0.777777778,1,0.470588235,0.222222222,0.722222222,-0.106154469,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,2,0.018160403
1519,1519,3/22/2020,LTC,0.03030303,0.046609313,35.63,0,6,0.666666667,0.222222222,0.444444444,0.333333333,0.333333333,1,0.470588235,0.333333333,0.333333333,0.142652137,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,3,0.046609313
1520,1520,3/22/2020,XRP,0.03030303,0.086762257,0.150214,0,3,0.333333333,0.111111111,0.777777778,0.111111111,0.111111111,1,0.470588235,0.444444444,0.111111111,0.244071981,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,3,0.086762257
1521,1521,3/22/2020,XTZ,0.03030303,0.140192776,38.34,0,9,0.111111111,0.444444444,0.333333333,0.444444444,0.444444444,1,0.470588235,0.388888889,0.444444444,-0.000482092,-0.413550318,-0.422986565,-0.441707122,-0.442386867,0.412994693,0.997636682,-0.595833956,3,0.140192776
1522,1522,3/29/2020,BCH,0.03030303,0.116630683,206.46,0,4,0.777777778,0.333333333,0.777777778,0.222222222,0.666666667,1,0.277777778,0.555555556,0.444444444,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1523,1523,3/29/2020,BNB,0.03030303,0.182467234,11.44,0,8,0.222222222,0.666666667,0.555555556,0.888888889,0.888888889,1,0.277777778,0.611111111,0.888888889,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1524,1524,3/29/2020,BSV,0.03030303,0.164141711,148.39,0,5,0.444444444,0.111111111,1,0.666666667,1,1,1,0.555555556,0.833333333,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1525,1525,3/29/2020,BTC,0.03030303,0.136936365,5922.04,0,1,1,0.444444444,0.666666667,0.777777778,0.444444444,1,0.722222222,0.555555556,0.611111111,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1526,1526,3/29/2020,EOS,0.03030303,0.102539639,2.13,0,7,0.555555556,0.222222222,0.333333333,0.111111111,0.222222222,1,0.722222222,0.277777778,0.166666667,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1527,1527,3/29/2020,ETH,0.03030303,0.133740401,125.58,0,2,0.888888889,0.555555556,0.111111111,0.333333333,0.555555556,1,0.277777778,0.333333333,0.444444444,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1528,1528,3/29/2020,LTC,0.03030303,0.085693427,37.33,0,6,0.666666667,0.777777778,0.222222222,0.444444444,0.333333333,1,0.722222222,0.5,0.388888889,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1529,1529,3/29/2020,XRP,0.03030303,0.090828193,0.163829,0,3,0.333333333,0.888888889,0.444444444,0.555555556,0.111111111,1,0.722222222,0.666666667,0.333333333,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1530,1530,3/29/2020,XTZ,0.03030303,0.192808206,44.11,0,9,0.111111111,1,0.888888889,1,0.777777778,1,0.277777778,0.944444444,0.888888889,NA,0.247950785,0.435310872,0.3899793,0.378228801,-0.414084161,NA,-0.065182161,NA,NA
1531,1531,4/5/2020,BCH,0.03030303,0.016204207,232,0,4,0.666666667,0.444444444,0.333333333,0.777777778,0.555555556,0.555555556,0.470588235,0.388888889,0.666666667,0.565226872,0.389858192,0.105528692,0.211293847,0.231644425,-0.343630852,0.288976293,-0.205685246,2,0.016204207
